"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 21 20:32:50 GMT 2022","Mon Feb 21 20:32:52 GMT 2022","2434","","specs/auth.spec.mjs","Vikunja Authorization","","","demo user can login",""
